quote,name,date
The creative interface between knowedge and technology,Deirdre Quinn,2014-01-01
Humanidades digitales es una posibilidad de comprender la tecnología de otras maneras,Fabian Prieto-Nanez,2014-01-01
"Teaching, research, and outreach activities taking place wherever humanities and digital technologies intersect.",Peter Alegi,2014-01-01
Incorporating technology and tools into the field of humanities research to discover and document new contexts and relationships,Emily Stenberg,2014-01-01
"For the Day of DH 2013, I defined Digital Humanities as the use of digital tools to do all of the following: collect richer datasets during our research; document those datasets in such a way that they can be more easily understood and reused by others; use digital datasets to identify patterns that inform us in new ways about our subject matter; and communicate our research and subject knowledge to our students and the general public in innovative, interactive, and engaging ways.
In 2014-01-01 I am less convinced by the idea that what I described above is actually a distinct field of inquiry. Frankly, I think everyone should be doing the things I mentioned -- and most scholars these days are already doing at least the first thing (using digital tools to collect richer datasets). I'm also a bit put off by the title 'Digital Humanist' or the statement 'I do Digital Humanities'. These seem to me increasingly statements meant to define in-groups and out-groups (and, consciously or not, to better position the speaker for funding and promotion opportunities). So this year, I'm a Humanist who works with digital tools. I do Humanities, digitally. So should you.",Adam Rabinowitz,2014-01-01
"DH is a cover term for a wide variety of activities that attempt to explore and expand areas of knowledge typically examined in the Humanities by developing and/or applying computational tools or methods in ways best suited for these areas. DH is also a cover term for a supporting community of practitioners who share a common interest in the tools and methods--and challenges--generated by the activities DH scholars, as well as potentially useful activities in fields outside the traditional Humanities.",Scott Kleinman,2014-01-01
"Leveraging technology/computing to further scholarship in the Humanities and to facilitate collaboration amongst scholars, including opportunities for faculty and students to conduct research together.",Donnie Sendelbach,2014-01-01
Still working on that...,Washington University Digital Library Services,2014-01-01
"The use of technology to make teaching, research, and learning better, whether through new tools and ways of asking questions, or innovative new forms of scholarly presentation and communication.",Alan G Pike,2014-01-01
"My stock curmudgeon answer:
Humanities is humanities, digital or not -- the study of literature, fine arts, history, language, and philosophy. We don't distinguish digital sociology or digital astronomy, so why digital humanities? Just because computers are involved doesn't mean the basic nature of the subject area is any different than it has been been traditionally. Computers allow for doing things with texts and other cultural artifacts that could not be done feasibly without the computational power and storage modern computers provide. Computers should be considered an extension of the scholar's mind -- very useful tools indeed.","Philip R. 'Pib' Burns",2014-01-01
The human side of our highly digital world.,Stevie Wright,2014-01-01
"The implementation of digital tools and methods to study image/text relationships and visual space & culture, both in critical comics scholarship and in my practice as a cartoonist.",Asher J. Klassen,2014-01-01
"Interdisciplinary, collaborative, design-aware, iteration-positive, oriented toward accessibility (in many senses). Applies digital technologies alongside more conventional ones to cultural and social questions & has the potential to enable new questions through the use of those technologies.",Margarita Nafpaktitis,2014-01-01
-Using digital tools for humanities research.,Diane Biunno,2014-01-01
"Although I embrace the term digital humanities, I find the need to define digital humanities as something separate from or in addition to the humanities at large to be problematic. Even though the logic of print still shapes and governs aspects of what we do, both as humanists in the academy and our culture at large, electronic media have been shaping us and our culture for more than 100 years now and digital media for decades. The modern humanities, having their origins in the fifteenth century, were intimately tied to the new technology of the printing press: by the new ways of production, transmission, organization, visualization, and thinking that the printing press fostered. As humanists in the digital age, it should be a given for us to fully engage digital technologies and the new methods and apparatuses they foster. Simply put, there should be no need for us to identify ourselves as digital humanists.
But since we do need to do so, I define digital humanities not as doing the work of traditional humanities with digital technologies but as engaging the humanities with the tools available to us and by the logics they foster. We explore, we interpret, and we make. Most importantly, we understand that all technologies of representation and communication bring with them affordances and constraints, and to limit ourselves to the apparatus of one technology, of one technological age, is to limit what we and what the humanities can be.",John Walter,2014-01-01
"I see DH as a set of resources -- software, texts, tools, etc. -- that contribute building knowldge. A network, a crossroad, a bridge, a meeting point.",Gimena del Rio Riande,2014-01-01
DH is humanities work which uses/engages/builds with digital tools and possibilities.,Megan R. Brett,2014-01-01
"For me, the Digital Humanities is more than just an area of study, it is a methodology, a means of approaching our work and our interests. While simultaneously embracing and questioning the technology that surrounds us, we also commit ourselves to a willingness to explore, create, play, and most importantly, collaborate.",Devin Hartley,2014-01-01
"Doing research with digital materials and tools in a collaborative and open fashion. Not everyone needs to be a builder, though working with someone who can helps!",James Baker,2014-01-01
"DH are the Humanities that need to develop in these days. Society is changing, culture is changing, therefore Humanities have to change with them. If the social and cultural environment is digital, Humanities also need to be digital. That is why DH are an opportunity, because they may stand as a guide for society to make this cultural change successfully.",Sonia Tascón Martínez,2014-01-01
Using computing/digital technologies to practice humanities scholarship in innovative ways--and using humanistic knowledge and approaches to understand digital technology.,Charlotte Becker,2014-01-01
Research in DH uses digital technologies to extend academic study and teaching of the humanities disciplines.,Kristin Jensen,2014-01-01
New habits for a new era. Some technological nudges to enhance research capabilities in humanities,J. Francisco Álvarez,2014-01-01
"Digital Humanities is just our everyday normal way of doing business, but with slightly more awareness than usual that a lot of what everybody does is digital — and an awareness of some of the things that that might mean. And a willingness to think about them and try digital options.",Sharon Cogdill,2014-01-01
Scholarship and pedagogy which is often public and collaborative and which engages with digital media as medium and/or message.,Andrea Rehn,2014-01-01
Using technology to reach new audiences with the answers to very old questions.,Chris Cantwell,2014-01-01
DH still means digital history to me.,Ken Albers,2014-01-01
Digital History is the act of imaging and making historical arguments by and through digital media.,John Aerni-Flessner,2014-01-01
Digital Humanities is the act of embracing technologies and methodologies to improve and create new ways of doing humanities scholarship.,Ammon Shepherd,2014-01-01
The amalgamation of the humanities and computer science to create digital tools and resources that allow further research in the discipline of Humanities.,Charlene McGoohan,2014-01-01
An impulse more than a method.,Brian Greenspan,2014-01-01
"The use of computational tools and techniques to explore questions in the humanities, and the concomitant reflection on the use of those tools and techniques in that exploration.",Bobby Smiley,2014-01-01
"“Digital humanities is a diverse and still emerging field that
encompasses the practice of humanities research in and through information technology, and the exploration [approaches] of how the humanities may evolve through their engagement with technology, media, and computational methods.”
-- Modified from Digital Humanities Quarterly (DHQ)
(see DHQ website, http://www.digitalhumanities.org/dhq/about/about.html)",Janet Thomas Simons,2014-01-01
"A space for collaboration, creativity and critical reflection on the use and application of digital technology in the humanities",Paul Spence,2014-01-01
"DH is a big and probably over-stuffed box that holds an increasingly disparate menagerie of projects, processes, methods and positions that somehow manage to involve humanistic questions and digital technology (both broadly defined). At its best, it can be the most open-minded and egalitarian place in the humanities. At its worst, it can be, well, frustrating. It is practiced by some of the best folks I know and dismissed by some of the other best folks I know.",Stewart Varner,2014-01-01
"from the UCLA DH website:
'Digital Humanities interprets the cultural and social impact of new media and information technologies—the fundamental components of the new information age—as well as creates and applies these technologies to answer cultural, social, historical, and philological questions, both those traditionally conceived and those only enabled by new technologies.'",Zoe Borovsky,2014-01-01
"DH is...
...creating new problems, challenges and many opportunities by using new technologies.",eCodicology,2014-01-01
"At its broadest and most concise, I define DH as using digital technology as a lens to examine cultural artifacts.",Bruce Matsunaga,2014-01-01
"Digital humanities is an exciting and emerging discipline bringing together technology and the humanities . But it can be many things beyond: it is a means to enhance scholarship through digital sourcing and computer technologies; a means to design less 'traditional' forms of scholarship; a means of engaging students in lecture, discussion, and technology; to a means to disseminate scholarship to wider audience (particularly important given recent complaints about humanities and the academy); etc. etc.",Jill E. Kelly,2014-01-01
"It's a hydra--one could define DH as using digital tools and methods for humanities research, as taking the digital as object of study, as the study of networks and communication. Often with an emphasis on building, making, doing.",Sarah Melton,2014-01-01
Las Humanidades Digitales es un término que engloba este nuevo campo interdisciplinario que busca entender el impacto y la relación de las tecnologías de cómputo en el quehacer de los investigadores en las Humanidades.,Isabel Galina,2014-01-01
"Using technology to make the study, presentation, and exploration of history fun and engaging!",Jennifer Rosenfeld,2014-01-01
Dh = Humanities + uptodate technology + passion,Anna Caprarelli,2014-01-01
"The intersection of digital technologies and the humanities. Others will have greater concern with defining the first term; I want to remember that humanistic inquiry involves the preservation, translation and interpretation of inherited cultures. So digital humanities do all of that through the tools and methods available in digital technologies. In a real way, the digital changes and transforms culture, too.",Laura Runge,2014-01-01
working with computers to process research questions in the humanities--so we can see and understand more about human beings and their arts and literature--the material traces of their mental activities--than we can do with unassisted eyes and brains.,Elisa E. Beshero-Bondar,2014-01-01
"DH is the digital study of cultural heritage, or the study of digital cultural heritage, or something in between. Or maybe something else entirely.",Tara L Andrews,2014-01-01
A community of practice who foregrounds the reflexive and theoretically-informed application of digital techniques to humanities subject matter.,Kathryn E. Piquette,2014-01-01
"Using digital tools to research the humanities, or using humanities methods to research the digital.",Jill Walker Rettberg,2014-01-01
As the use of digital technologies to facilitate and/or inform work in the humanities.,Andre de Avillez,2014-01-01
"Digital humanities is combination of methodologies and tools that transform humanities scholarship and teaching. Digital humanities enables new questions to be asked by incorporating new media (ex. social media) and new methods (ex. distant reading) into research and the classroom. Digital humanities doesn't replace traditional sources or methods; instead, it adds new opportunities the tradition of humanistic inquiry.",Kristen Mapes,2014-01-01
TBD,Leigh Bonds,2014-01-01
"Using computational technologies for analysis and making them more readily available for access and allowing others to examine, reuse, and discuss the artifact.",Ranti Junus,2014-01-01
Humanities research and teaching in the digital paradigm - methodologically and theoretically.,Sabine Bartsch,2014-01-01
DH involves the use of computers either to conduct humanities research or to communicate its results.,Caleb McDaniel,2014-01-01
The span of activities between digitizing the humanities and humanizing the digital.,Chiara T. Ricciardone,2014-01-01
"I know it when I see it.
Lo reconozco cuando lo veo.
Узнаю, когда вижу.",Glen Worthey,2014-01-01
The humanities in and for the age of Big Data.,Laurie N. Taylor,2014-01-01
Convergence and Inclusion. The first because different disciplines are collaborating to create common languages. The latter as DH allow peripheral or hidden resources to be taken into consideration in the development of research questions.,Francesca Morselli,2014-01-01
"Digital humanities includes the set of research and experiments that aim to facilitate the use of digital resources, making them more intuitive and accessible.
Humanidades digitais engloba o conjunto de pesquisas e experiências que visam facilitar a utilização dos recursos digitais, tornando-os mais intuitivos e acessíveis.",Dalia Guerreiro,2014-01-01
"For me right now, it's using new(ish) tools to better understand old texts.",Vimala Pasupathi,2014-01-01
Who the hell knows....I certainly don't,Ethan Watrall,2014-01-01
"Personally, I don't define DH. Definitions should be done by others than myself. But I have a pretty clear understanding what I think DH is: DH is the 'place' where various disciplines meet, especially informatics and humanities. There are numerous of problems that can only be solved if those expertises are brought together. The project I'm working on - SeNeReKo - is a great example for such co-operation of multiple disciplines.",Jürgen Knauth,2014-01-01
The use of computing and technology to advance humanistic research and pedagogy.,Brandon Locke,2014-01-01
A crossroads; where the humanities and computing intersect.,Mairéad,2014-01-01
DH is a means of exploring humanistic inquiries alongside digital technologies.,Brandon Hawk,2014-01-01
"DH breaks open opportunities to ask and research new questions in humanities, stimulates novel approaches and visualizations of humanities work, and gives us a chance to make more effective relevant interventions to broader publics.",Kristin Koptiuch,2014-01-01
"I define Digital Humanities as teaching, research, and projects in the humanities (and other related disciplines) that takes advantage of the affordances of digital tools and computational methods. It's definitely not a perfect definition!",Caitlin Christian-Lamb,2014-01-01
Digital Humanities is any kind of work undertaken at the boundaries of arts and the computer sciences.,Karen Wade,2014-01-01
"DH is a term that covers all scholarly methods, practices, endeavors, and challenges lying at the intersection of Humanities and Information science and technology.",Aris Xanthos,2014-01-01
I would define the Digital Humanities as the use of digital tools in any areas of interest that are Humanities related.,Raymon S,2014-01-01
A realm of digital creations made by experts and amateurs in the humanities field.,Lauren,2014-01-01
"Increasingly, I define DH with reluctance.",Justin Tonra,2014-01-01
DH is a meta-field of study in which practices and theories are applied to topics from other humanities and social sciences disciplines.,Hannah L Jacobs,2014-01-01
"I defined DH for my aging parents as 'using computers to improve the ways I study, learn, and write about my research and my experiences, even though I'm a writer, not a rocket scientist.'",Paula Johanson,2014-01-01
Digital Humanities offer an opportunity to approach conventional material in a specific way to develop and answer new scientific questions.,Aline Stang,2014-01-01
"I define the digital humanities as any activity that makes use of uniquely digital methods of analysis, criticism, and data display to open a new window into a particular subject of the humanities. For me, DH offers methods of analyzing and making widely available aspects of the humanities that would not otherwise be available. A digital humanist, then, is not necessarily one who seeks to deliberately engage with a digital interface, but anyone who uses technology to bring new forms of analysis to bear on humanist subjects.",Kristen McCants,2014-01-01
"DH is where the traditional fields of the humanities meet the technological advances, and increased accessibility, made possible by computers. It enables researchers to combine traditional methods with the processing power of computers.",Sara Kerr,2014-01-01
"To me, digital humanities is about exploring the ways in which the affordances of technology can help us explore the deeper concerns of the humanities, from expanding archival access to thinking about what it means to read something. DH embodies a spirit of collaboration, experimentation, and play, in which failure is acceptable and part of the normal process, and in which the action of 'making' is as valued as the action of thinking.",Katie Kaczmarek,2014-01-01
"DH is the application of digital and computational methods, often data-intensive, to the traditional concerns of the humanities. These new methodologies and tools are not ends in themselves, but rather means of asking old questions in new ways, identifying new questions, and introducing new questions to the field that can only be asked through collaboration both among individual scholars and between scholars and software applications.",Andrea Horbinski,2014-01-01
"people using digital tools to make sense of our world--past, present and future.",Jon Voss,2014-01-01
"The organic nature and exciting potential of digital humanities makes defining the discipline a challenge even for experienced practitioners. With that in mind, could Oscar Wilde be right – 'To define is to limit'? [1]
Based on the work I do, DH is the application of digital technologies to traditional data and artefacts in order to make new interactive resources for those who are teaching and learning history.
[1] (Wilde, Oscar. The Picture of Dorian Gray, (1891), 217. CELT: Corpus of Electronic Texts, Retrieved: April 3, 2014-01-01.)",Caroline McGee,2014-01-01
"For the developing Digital Humanities group at West Chester University, the Digital Humanities include:
1. Studying technology & the culture of technology. This approach subjects technology to the core skills of critical thinking and ethical responsiveness that define humanistic studies as a discipline. (Technology as Object);
2. Using technology to accomplish one of the key missions within the humanities, e.g. teaching with technology, writing with/as technology, computational methods in textual analysis/stylistics. (Technology as Method);
3. Creative and critical production using digital technologies—XML markup, coding & scripting, web production, & user interaction (Technology as Making).   [In the words of my colleague, Randall Cream]",Robert P. Fletcher,2014-01-01
DH is the inevitable future at which we thought to have arrived decades ago. Never quite living up to its own hype and underestimated nonetheless.,Tessa,2014-01-01
"DH in a picture: the Elephant in the Big Tent (optionally under an umbrella!:-)
But really, we are all still trying to fill in 'the big empty space for a mission statement, and a definition of the field (which we at DH don't have yet)'[1]
[1](Terras, Melissa. 'Present, Not Voting: Digital Humanities in the Panopticon.' Understanding Digital Humanities. Ed. David M. Berry. n.p.: Palgrave Macmillan, 2012. 172-190. Print.)",Karolina Badzmierowska,2014-01-01
Digital humanities is quilt making.,Dean Rehberger,2014-01-01
"DH is the field in which Humanities and Information Technologies can interact and support each other. On one side Humanistic competences can help Human Language Technologies to tackle one of the most difficult challenges of the discipline, which is the handling of the semantics of human language texts. On the other side Information Technologies can support research activities where the analysis of texts and images plays a crucial role and that are traditionally qualified as Humanistic (e.g. Historical and Literary Studies; Cultural Heritage).",DH group at FBK,2014-01-01
DH is the perfect cocktail of computer science and rationalization of culture and humanities.,Elena González-Blanco,2014-01-01
"A new paradigm for knowledge as a result of digital technologies, open and collaborative cultures and Social Sciences and Humanities.",Esteban Romero-Frías,2014-01-01
"To me, Digital Humanities is the novel use of digital tools and media to study, teach, and preserve records about the human condition.",Russell Alleen-Willems,2014-01-01
New tools for new Studies.,María Dolores Martos Pérez,2014-01-01
"A democratic and open-source social movement at the intersection of humanities research and computing technology. (For an explanation of this, see http://majining.com/?p=140)",Scott Paul McGinnis,2014-01-01
"No surprises here: creating new questions and knowledge about the humanities; using the humanities to ask questions about digital technology. I'm still beginning.
For me, I'm telling my English lit students that DH is about making stuff. I want to enable English Lit students to ask different questions about literature and share their knowledge in a different kind of way.",Dr Stephen H Gregg,2014-01-01
"'Digital Humanities' is what happens when you bring together digital content, tools and and methods to address humanities research questions.",lorna hughes,2014-01-01
"I define the digital humanities as two things. Firstly, I think of it as using new and emerging technologies to enhance our understanding of our humanistic fields of inquiry. For me, as a historian, it is learning new things through technology that we couldn't learn otherwise. Secondly, I think of it as playing and exploring new methods of scholarly communication - i.e. putting history online.",Ian Milligan,2014-01-01
"DH is part of what once was called 'auxillary sciences' in the humanities in the best sense: To know about the theory and methods of carrying out scholarly work in a digital way and in the digital age is prerequisite to all work done.",Torsten Schaßan,2014-01-01
I try not to define it -- I perform it!,Dawn Childress,2014-01-01
a crossroads between humanist tradition and the digital age.,Juan José Mendoza,2014-01-01
"DH is the application of digital tools to traditional Humanities research and scholarship methodologies with an aim towards producing digital content, often in a collaborative environment.",Matthew Christy,2014-01-01
"With a substantial footnote! See Terras, M. et al. Defining Digital Humanities. A Reader. Ashgate, 2013.",Carol Chiodo,2014-01-01
"Engaging technology as a humanist and using technology to engage everything else as humanist; or, being a humanities scholar in the modern, technology mediated world.",Carl Stahmer,2014-01-01
Application of computational methods in humanities scholarship and media production,Karl Grossner,2014-01-01
The application of computational power to the solution of humanities questions.,Padraic Stack,2014-01-01
DH is the transfer of texts from traditional tactile to digital media.,P. Urduja,2014-01-01
"The humanities are the humanities. Technology is merely a tool (albeit a powerful one), not a defining factor of a discipline. You use it or you don't. The Digital Humanities do not exist.",Ethan Gruber,2014-01-01
I define DH as a way of exploring a text on multiple levels in order to allow for an enhanced understanding.,Aila Skitcko,2014-01-01
It's like English... but technological and digital.,Britney,2014-01-01
"It's what I do much of the time? It's both a familiarity with digital methods and the ability to easily use digital tools for scholarship, and to do it responsibly. It's also a critical application of these tools and methods.",Elli Mylonas,2014-01-01
DH is a sort of revolutionary activities with integration of various methods and fields for exploring potential of the humanities through digital technologies.,Kiyonori Nagasaki,2014-01-01
"A set of principles, values and practices within the study of cultural artifacts meets the computer and the electronic medium.",Antonio Rojas Castro,2014-01-01
The application and use of digital technology in one's everyday life.,Rockford,2014-01-01
"On a computer...where the traditional humanities become virtual and enter a realm of encoded information, ultimately making information more accessible.",James,2014-01-01
I think that DH can be defined as the act of learning through making. Digital humanities uses research and technology to create a new realm of knowledge which can allow for a different understanding of the humanities which would otherwise be inaccessible.,Kathryn,2014-01-01
"The Digital Humanities intersect humanities disciplines with computing technologies. To me, DH is collaborative and interdisciplinary. DH is creative, thoughtful, and explorative. It has welcomed (and helped to grow) my interest and expertise in information design and visualization.",Milena Radzikowska,2014-01-01
Peering further into the shadows,Shawn Day,2014-01-01
"It's using technology for humanities research, teaching, and publication.",Jana Remy,2014-01-01
"That's a tough one. I think Matthew Gold et al defined it very well as did the ubiquitous Hayles. Digital Humanities, for me, brings the humanities to the forefront. Just speaking for my own discipline, English, we bring an ability to read closely and analyze language and its uses. We read texts of all kinds as performing cultural work and, in turn, we suggest or even produce new ways of thinking about those texts. Digital humanities allows us to use a vast set of critical tools to analyze and create ways of being in the digital realm.",Sara Humphreys,2014-01-01
"Digital humanities is the use of computational tools or approaches to find patterns in humanistic production, when those patterns are then used for interpretive purpose.",Brian Croxall,2014-01-01
"DH, for me at least, is more about the Humanities than about the Digital. While the pervading digital (and online) structure has some part in change, it's from culture - and shock of differing cultures - that such changes are truly born. So, DH is pretty much a way to explore the role played by the digital within a much larger context, as well as an exploration on how to use the same digital to further understand the intricacies of culture.",Luciano de Sampaio Soares,2014-01-01
DH is the growing set of practices and projects geared around humanities inquiry that strategically involve digital resources.,Harlan Kellaway,2014-01-01
I try not to.,Jason Heppler,2014-01-01
"Digital tools and methodologies thoughtfully applied to humanistic research questions, or the critique thereof.",Quinn Dombrowski,2014-01-01
Where humanities research is heading - using all of the digital tools and computational methodologies at our disposal to support traditional humanities research as well as developing new ways of considering humanities questions.,Shannon Lucky,2014-01-01
"A study of the humanities inspired and informed by, though not confined to, computing and machines.",Adam Heidebrink,2014-01-01
A history of engagement with computing by humanists.,Geoffrey Rockwell,2014-01-01
"Short definition: Taking the Humanities, smashing it into computers, and seeing what happens.
Long definition: Starting with 'texts', defined as broadly as the Humanities can sustain, seeing them as 'data' (as broadly as Computer Science can sustain), and using that view of the text/data to formulate and respond to new questions or issues in the Humanities.",Patrick Murray-John,2014-01-01
"Asking humanist questions with technology-assisted methods, followed by humanist critical thought",Robin Camille Davis,2014-01-01
Broadly.,Jason Rhody,2014-01-01
"For me, digital humanities embodies many things. From pedagogy to project management to research to networking, digital platforms and technologies hold the potential to enhance individual scholarship as well as make knowledge more readily available for a wider audience, on a variety of levels.",Liz Timbs,2014-01-01
"using digital tools to explore, analyze, and disseminate humanities scholarship",Sarah Werner,2014-01-01
using new methods to find out more about old things,Emma Clarke,2014-01-01
"However you define it, we're doing it.",WBA Staff,2014-01-01
"Digital humanities represents the intersection of humanist questions and concerns with new opportunities for interrogation and interpretation provided by digital applications and platforms. It's a very big umbrella that covers everything from mapping to data-mining, aggregators to online exhibitions. As a public historian, I am especially interested in the way in which the digital humanities allows for expanding the reach of our interpretation, to increase the number of stakeholders in our work through user-generated content, and to make our applications and platforms available to those who might not normally have access.",Kyle Roberts,2014-01-01
"On one level, digital humanities is about applying computational methods to questions and problems that have traditionally interested scholars in the humanities. Computational analysis can make it possible to tease out patterns or relationships that are difficult, or impossible, for humans to detect. The purview of the digital humanities extends beyond methodology, however. It is also about raising new questions and exploring topics such as digital literacy and the cultural impact of new media. Whatever the approach, academic libraries have an important role to play in providing the infrastructure and support that digital humanities projects require in order to be sustainable.",Tim Thompson,2014-01-01
It's digitally mediated humanistic inquiry.,Bill Caraher,2014-01-01
Active and critical engagement with computing in the pursuit of humanistic research questions.,Thomas Padilla,2014-01-01
"An approach to research in the humanities harnessing technological capacity in order to extend out human capacities to read, to see and to comprehend.",Jennifer Edmond,2014-01-01
"The Digital Humanities are an umbrella discipline for humanities scholars and educators who adopt digital technology as the environment for the curation, organization, production and dissemination of their scholarship and as a platform for their teaching, with the objective to enable sharper focus on the qualitative evaluation of information that is at the core of humanistic inquiry.",Silvia Stoyanova,2014-01-01
"Incorporating things like text mining, data visualisation, community building and curating online exhibitions and collections, Digital Humanities is the emerging field concerned with how studies of History, Literature, Music, Philosophy, Sociology, Performing Arts and other traditional humanities disciplines are utilising new digital tools.",David Nelligan,2014-01-01
"DH, standing for Digital Humanities is a kind of all encompassing term that couples digital tools and processing with the work of the humanities. To me personally DH represents the application of tools and programs to better understand, organize and represent texts.",Cole Anderson,2014-01-01
DH is an evolving form of creation that focuses on the point of intersection between traditional humanities topics and looks at them through the lens of the digital.,Romeena,2014-01-01
New tools to access humanities sources. New ways to analyse and interpret humanities sources. New ways to thinks about the humanities.,Brian Hughes,2014-01-01
"For me, Digital Humanities is very similar to an English class just with a computer component to it.",Kayla,2014-01-01
"Digital humanities is the art of human record in digital form and it is the study of that record using digital tools for new insights. observing all digital media, data, and computational analysis as text.",Jessica Bonney,2014-01-01
"Digital humanities involve situated and embodied engagement in humanities research and teaching through the development or application of digital technologies, in conjunction with the critical analysis using humanities frameworks and epistemologies of the implications of such activities. These inquiries bleed into considerations of mediation more generally, and of the transformative impacts of the digital turn, particularly of new modes of representation, publication, collaboration, dissemination, networking, and expression, on culture and society.",Susan Brown,2014-01-01
"Last year, I simply said 'DH is humanities inquiry using computational methods' but this year I should expand that definition, borrowing from Matt Gold: DH is at the intersection of traditional humanities and computing, and brings the two together through a methodological commitment to making as a way of knowing.",Constance Crompton,2014-01-01
"DH includes 3 aspects: using digital materials, tools, and methods in the humanities; developing digital materials, tools, and methods for use in the humanities; and subjecting the digital to humanities study.",Stan Ruecker,2014-01-01
"I would define DH as the many different digital engagements, both academic and community-emergent, with humanities-related materials and theories, as well as the digital production of new humanities materials and theories.",Tiffany Sostar,2014-01-01
"Troubleshooting, troubleshooting, troubleshooting.",Hillary,2014-01-01
The digitally mediated practice of the Humanities.,Christopher Long,2014-01-01
The Digital Humanities is an environment that encourages scholars to develop and apply digital tools to new and old questions.,Naomi Fraser,2014-01-01
Using digital tools and methods to carry out humanistic inquiry from new perspectives and to ask new questions about the humanities.,John Handel,2014-01-01
"I see the digital humanities as a set of methods that apply information technologies to humanities problems. For me, DH presents a set of tools to use when collecting, analyzing, and visualizing data - whether that data is derived from text, images, code, sound, or any other medium.",Amanda Licastro,2014-01-01
"what they said ... because really, it is. i don't have a new spin on the definition. to me it is not an elusive thing, this digital humanities. it is part of my job as a librarian. the happy part i might add. i strive to welcome folks who want to get their feet wet while challenging myself to learn more when partnering with the wizards.",Michelle Dalmau,2014-01-01
Harnessing the power of computing technology to formulate and pose different questions to new and familiar sets of data.,V Ikeshoji-Orlati,2014-01-01
"I think I'll stick with the same definition I used last year: 'Digital humanities involves the use of digital tools in research, teaching, and scholarship in humanities(-related) disciplines.'
I'll add that DH, at its best, includes a sense of play and of discovery.",Amy Cavender,2014-01-01
The intersection of humanities inquiry and digital technologies.,Matthew Hiebert,2014-01-01
"DH seems to be an evolving field of inquiry, research, pedagogical practice and knowledge production that involves the intersection of digital tools/practice with work in the humanities.",Sylvia Marques,2014-01-01
The definition of digital humanities is continuously mutually negotiated by locally situated actors for specific situated purposes,Matt Burton,2014-01-01
"Studying past, present and future ways of being using digital tools + creating/building/maneuvering/revising ways of being at the points where humans connect with and through digital machines.",Joy Santee,2014-01-01
Using computational methods and approaches to augment and enhance traditional humanities disciplines.,Wayne Graham,2014-01-01
"My definition of DH is influenced by Hip Hop practices that are constantly looking to manipulate technology for the communities using them. Therefore, I understand DH various communities of scholars that are using 'digital' technology to produce, re-produce, re-imagine, and remember humanities based work.",Victor Del Hierro,2014-01-01
"The study of things, digitally. Or, from time to time, the study of digital things.",Anastasia Salter,2014-01-01
Digital Humanities is a way of seeing the networked nature of our work and our field as it adds to and pulls from other disciplines.,Adam Strantz,2014-01-01
Using digital tools to create within and communicate about humanities research,Laura Dull,2014-01-01
"DH is an umbrella term that refers to scholarship, projects, and teaching methods in the humanities that acknowledge the ways that digital media and online culture have transformed our ways of seeing and interacting with the rest of the world.",Jim McGrath,2014-01-01
"For me, DH is the multiple ways that scholarship intersects with computing. This ranges from developing prototypes to engaging in collaborative annotation practices to studying new media trends, and, of course, much more. The most exciting bits (& bytes!) are the unexpected ones.",Alyssa Arbuckle,2014-01-01
"Digital humanities is a discipline that promotes hands on experience as an important way of learning. Digital humanists also work towards creating online editions of texts are more accessible, and so that full texts, portions of texts, or a combinations of texts can be analyzed.",Kimberly Rempel,2014-01-01
digital + humanities = digital humanities :),Roger Whitson,2014-01-01
"DH, as I would frame it now, is any research work within the disciplines we call 'the humanities' that treats digitally instantiated objects or could not exist (or be conceptualized) without digital tools. The digital in DH is as much about the digital mindset as it is about the mechanisms.
I'm a bit more reticent to define 'the humanities' so please forgive that intentional oversight.",Liz Shayne,2014-01-01
How do I define DH? Reluctantly.,Bethany Nowviskie,2014-01-01
"Using digital tools to explore, investigate, and interpret the human condition through time and space.",Doug Gann,2014-01-01
"Digital Humanities is what we will soon call 'humanities.'",Barbara Fister,2014-01-01
"To me, DH embodies research, teaching, and scholarship that is primarily focused on the intersection and relationship of the digital and the humanities.",Jacqueline Hettel,2014-01-01
"Digital Humanities is an interdisciplinary, dynamic, and evolving field of inquiry that creates space for exploring human culture through digital methods and technologies. It offers opportunities to answer, augment, and interrogate existing humanities scholarship; constantly asking questions and offering new possibilities.",Meghan Ferriter,2014-01-01
"Digital Humanities is how the study of text will remain challenged, bringing new dimensions and dynamics of thought to the world of the written language.",Harrison G. Crerar,2014-01-01
"Digital Humanities is DIGITAL humanities and digital HUMANITIES. That is, it is the productive process wherein the technology cannot properly function without the scholar and vice versa. The result is a new creative method and product",Patricia Fumerton,2014-01-01
Digitizing as much as the world as we can,Margaret,2014-01-01
"Looking at old things in new ways, looking at new things in old ways.",Cindy A. Nguyen,2014-01-01
The application of methods and technologies from computer science to the practice and publication of the study of the humanities.,Robert Jordan,2014-01-01
"For the Newberry, Digital Humanities involves not only thinking through the challenges of integrating digital assets, publications, and resources into the array of materials available to our readers, but also understanding the creative process that goes into the resources and policies of other institutions around the world.",Anne Flannery,2014-01-01
What happens when you start using computers to study humanities subjects.,Andrew Prescott,2014-01-01
"use of digital tools to create web objects of interest to traditionally defined humanities disciplines, including history",Kathryn Tomasek,2014-01-01
